0,1,2,3,target
0.03195454686656051,-0.8118330837548662,0.5367569612073577,-1.0935178015687115,drizzle
-0.9619117625230655,-1.380240675189355,0.7373097318954293,0.6006780702111792,rain
-0.5716113123194999,0.44370155173143433,-1.2225741489143664,-0.4297593623116616,rain
-2.158694593518064,-0.7519123626169295,1.1661428946213326,1.6748650376174725,rain
-0.6479434676738745,-1.2659334727198486,1.062983366466769,-1.7294618027762134,rain
-1.2594293744893024,-0.3199554753949186,-1.775231439916293,-0.4090080100437156,rain
-0.5105921755209828,-0.4773617591663284,-1.4656749750430713,-0.5092011778608685,rain
0.19368348176341885,-0.8171100333418154,-1.2352951890415154,0.019490050110259366,sun
-1.0408595191045267,-0.21144197209273646,-0.5560546271703984,-0.3884639726452923,rain
-0.45810975211208477,-1.2677712394472564,-0.7205462915266768,-0.6599916364034002,rain
-0.14241228708125966,-2.0954455329476764,0.4101208284675548,-1.282102610094606,sun
0.35883565232411757,-1.850171617444261,-1.4093783778385516,0.20033848945298122,sun
0.4281160681996293,-2.0006547729849533,-1.8113023051333605,0.4737108710865348,sun
-1.3672965385060738,-1.3418014023019462,0.2672238573990392,-1.2773616020467433,snow
-1.0933581273802422,-1.9749381639157253,-1.0087220191943815,-0.06046517677891116,snow
-1.0085428549683182,-2.105710564249309,-0.021535132217157985,-1.240324683547576,snow
-1.8938465083334632,-1.4908129900385878,0.49687006996744276,-0.8913823130636508,snow
-3.036577716570834,-2.0718085398551125,0.39347314655772625,1.0284835580946416,snow
-2.4908264855698885,-1.3843624429056698,-1.9393564460971953,1.6814264929357523,snow
-0.8319606605231633,-2.0015180420337195,-0.5583341479161299,2.049964823001416,snow
-1.3056100629831948,-1.32711309326388,2.224293163136182,-2.557309663244875,rain
-1.3349444570357742,-1.045876000600357,0.22368724478734622,-0.6888138671408598,rain
0.019501179017775407,-1.4097716034339591,-0.3719694954500054,-0.6559184378121881,rain
-0.8118456528760146,-1.568077136154047,0.9747499098468805,0.013177278818801203,rain
-1.594098427030766,-0.682346993375401,0.7516211113391879,-0.6846565204670227,rain
-0.41995738167249974,-1.7177425997441353,0.6036595709549482,-0.39525312404225305,rain
0.6791829806950936,-2.036455584767906,-1.5658337470622432,0.5798309011457053,drizzle
-0.08712095519142887,-1.1672890396442153,-1.3765385335231772,-0.19845140695293093,rain
-3.0893757350303908,-1.0226700351382425,1.0955545222339733,2.6988378979382692,rain
-1.6941051299717185,0.09086386832076676,0.14574380098735673,-1.5542859160485498,rain
-1.1283685326725654,0.1322148000744171,-0.46824885347639356,-1.137709432410718,rain
-1.5334380505310838,-0.7457837329806672,-0.5174813440520193,1.441173104001982,rain
-0.014342297065290924,-1.0566114458204088,-1.0194852334884,-0.31380341539384826,sun
1.0258224945160936,-2.099045404743686,1.402140141974946,-0.6957832727799476,sun
0.7473588818491118,-1.137332927618044,0.7083982961530914,-0.5213847611698235,sun
1.294050918220159,-1.8643438669821604,-0.030079601982896158,0.35260272869856574,sun
1.5874762484225362,-2.4640915618432535,1.5228954795364416,-0.24667363960108932,sun
-0.06930719009864199,-0.3001024259785124,1.0266479195483726,-1.3430130088178227,rain
-0.6786728095664036,-0.1764699524186694,-0.9374837934620791,-0.21669561417721928,rain
-1.0308927291765768,0.7026031798486541,-1.2460552446080788,-0.40415482453499685,rain
-0.4242668214889179,-0.0013547045521547355,-0.5365226200640105,-0.25371840134671825,rain
-0.9779023830169197,0.10766010476721632,-0.822696386522204,-1.0598434847468392,rain
-0.7615684810609004,0.2758714050720113,-2.075548489206492,-0.1116012963717142,rain
-1.8654297496771766,0.08198744362309568,-1.7185256801988469,1.290065570664923,rain
-0.5424274375696765,-1.1486215575424563,-0.802355932382828,-0.3035329261341789,rain
0.07719547420652059,-1.1785977407364827,-1.5388860628948522,0.04645259109522554,drizzle
-0.777905381668073,-0.29393678362357634,-1.5643961869207608,-0.23801069271778874,rain
-1.9698410325271993,-0.6531119906398141,0.08856279906319912,1.6758362571519958,rain
-2.1414979854226086,-0.9225984627097746,2.003161826180184,-2.340381447218696,rain
-0.752351905817369,-0.9616975188106981,-0.0684271970747872,-1.530638322604967,sun
-0.44857785541439615,-1.0654461430112505,-0.8011010777268192,-0.07988874795267013,rain
-1.7027586489460664,0.14568726594295175,1.5248327440126934,-3.0229016547606453,rain
-1.0460053275257855,-1.4713887241620538,1.3845262908132725,-0.42666032246254215,rain
-0.4250872377596203,-0.8556019733145731,-0.3661259534763841,-1.047769330363377,sun
-2.21893369994368,-0.14892717059388516,-0.5576244828782071,0.3066507613448435,rain
-0.9668679611451438,-1.0615474019709854,0.9426015182456084,-2.290315487399036,rain
-0.33857593002583714,-1.7178600142118048,-0.6984307772618047,-0.5114293421709887,snow
0.5011241375246893,-2.264430469764845,-0.6260185301690999,-0.11523809769845751,sun
-0.35669137100446424,-1.9148795491858168,0.056223035488484153,-0.3602292281157221,snow
-1.2245112872877808,-1.4525934008906516,1.176543113746154,-2.4863421052312438,snow
-0.451982994355006,-1.0379987935698054,-0.9851293600761999,-0.7517110683566958,sun
-1.3954342047257848,-0.4447042047339001,0.07267151425180694,-1.675679792209533,rain
-0.7789694862002587,-0.46066915307185163,1.6302419944754751,-2.439569040679643,sun
-1.0065334979632692,-0.04262337720672244,0.5755636001688204,-2.05902126136977,rain
-1.0360561150328835,-1.7910295749819451,1.346606635274914,-0.8551755472294477,rain
-0.04447539172582934,-1.4549390171287915,-1.0035858711896022,-0.2507945583888745,snow
0.9406958549288659,-2.346652625055144,-0.5328756302229599,0.25116978071874696,sun
2.0119636028893204,-2.4258174482598824,0.09206851200295735,0.9374572761644461,sun
-0.9085096313641202,-0.11792663021328671,-0.93526618490933,-0.22940103045976504,rain
-2.405523085106691,0.4053977012983724,-0.7523868294248364,0.014578249154619832,rain
-2.3033492639267545,-1.0648104150080404,1.0417040573945564,-0.11258039885506918,rain
-1.9569767863575267,-2.177048100926561,1.9437259198023473,1.0924381119782254,snow
-1.5762902056003452,-1.5664861131067904,0.6442482205303562,-0.33746763229555166,snow
-1.0283863733285696,-1.5967918231680513,0.5305690799901713,0.04316518925517992,rain
-2.88193119710865,-0.7996499612155222,1.7902621444966975,1.562956478244345,snow
-1.4678752970474382,-0.8186040973734023,0.636992622149779,-0.43387414632819965,rain
